SZ_FCT_BRAND,SZ_FCT_CATG_ID,SZ_FCT_SORT_ORDER_NUMBER,SZ_FCT_NUMBER_OF_DIM,DIMENSION,SZ_FCT_NAME,SZ_FCT_ALPH_ALT_CTG_ID,SZ_FCT_ALPH_ALT_CTG,SZ_FACET_WEB_NAME,SZ_DIM1_NAME,SZ_DIM2_NAME,SZ_VARIANT_SORT_ORDER,SZ_FACET_DESCRIPTION,SZ_FCT_VAL_NM,SZ_FCT_VAL_NM_2,COL_POS_NBR,DEPARTMENT_TAG_NAME,PRODUCT_TYPE_TAG_NAME,CATEGORY_GROUP_TAG_NAME
AT,32,5,1,1,"Men's Shoes",,,Shoes,size,,1,Regular,10.5,,15,Men,Shoes,Shoes
BR,32,5,1,1,"Men's Shoes",,,Shoes,size,,1,Regular,10.5,,15,Men,Shoes,Shoes
GAP,32,5,1,1,"Men's Shoes",,,Shoes,size,,1,Regular,10.5,,15,Men,Shoes,Shoes
ON,32,5,1,1,"Men's Shoes",,,Shoes,size,,1,Regular,10.5,,15,Men,Shoes,Shoes
AT,32,5,1,1,"Men's Shoes",,,Shoes,size,,1,Regular,11,,16,Men,Shoes,Shoes
BR,32,5,1,1,"Men's Shoes",,,Shoes,size,,1,Regular,11,,16,Men,Shoes,Shoes
GAP,32,5,1,1,"Men's Shoes",,,Shoes,size,,1,Regular,11,,16,Men,Shoes,Shoes
ON,32,5,1,1,"Men's Shoes",,,Shoes,size,,1,Regular,11,,16,Men,Shoes,Shoes
AT,32,5,1,1,"Men's Shoes",,,Shoes,size,,1,Regular,11.5,,17,Men,Shoes,Shoes
BR,32,5,1,1,"Men's Shoes",,,Shoes,size,,1,Regular,11.5,,17,Men,Shoes,Shoes
GAP,32,5,1,1,"Men's Shoes",,,Shoes,size,,1,Regular,11.5,,17,Men,Shoes,Shoes
ON,32,5,1,1,"Men's Shoes",,,Shoes,size,,1,Regular,11.5,,17,Men,Shoes,Shoes
AT,32,5,1,1,"Men's Shoes",,,Shoes,size,,1,Regular,12,,18,Men,Shoes,Shoes
BR,32,5,1,1,"Men's Shoes",,,Shoes,size,,1,Regular,12,,18,Men,Shoes,Shoes
GAP,32,5,1,1,"Men's Shoes",,,Shoes,size,,1,Regular,12,,18,Men,Shoes,Shoes
ON,32,5,1,1,"Men's Shoes",,,Shoes,size,,1,Regular,12,,18,Men,Shoes,Shoes
AT,32,5,1,1,"Men's Shoes",,,Shoes,size,,1,Regular,12.5,,19,Men,Shoes,Shoes
BR,32,5,1,1,"Men's Shoes",,,Shoes,size,,1,Regular,12.5,,19,Men,Shoes,Shoes
GAP,32,5,1,1,"Men's Shoes",,,Shoes,size,,1,Regular,12.5,,19,Men,Shoes,Shoes
ON,32,5,1,1,"Men's Shoes",,,Shoes,size,,1,Regular,12.5,,19,Men,Shoes,Shoes
AT,32,5,1,1,"Men's Shoes",,,Shoes,size,,1,Regular,13,,20,Men,Shoes,Shoes
BR,32,5,1,1,"Men's Shoes",,,Shoes,size,,1,Regular,13,,20,Men,Shoes,Shoes
GAP,32,5,1,1,"Men's Shoes",,,Shoes,size,,1,Regular,13,,20,Men,Shoes,Shoes
ON,32,5,1,1,"Men's Shoes",,,Shoes,size,,1,Regular,13,,20,Men,Shoes,Shoes
AT,32,5,1,1,"Men's Shoes",,,Shoes,size,,1,Regular,14,,21,Men,Shoes,Shoes
BR,32,5,1,1,"Men's Shoes",,,Shoes,size,,1,Regular,14,,21,Men,Shoes,Shoes
GAP,32,5,1,1,"Men's Shoes",,,Shoes,size,,1,Regular,14,,21,Men,Shoes,Shoes
ON,32,5,1,1,"Men's Shoes",,,Shoes,size,,1,Regular,14,,21,Men,Shoes,Shoes
AT,32,5,1,1,"Men's Shoes",,,Shoes,size,,1,Regular,15,,22,Men,Shoes,Shoes
BR,32,5,1,1,"Men's Shoes",,,Shoes,size,,1,Regular,15,,22,Men,Shoes,Shoes
GAP,32,5,1,1,"Men's Shoes",,,Shoes,size,,1,Regular,15,,22,Men,Shoes,Shoes
ON,32,5,1,1,"Men's Shoes",,,Shoes,size,,1,Regular,15,,22,Men,Shoes,Shoes
AT,32,5,1,1,"Men's Shoes",,,Shoes,size,,1,Regular,16,,23,Men,Shoes,Shoes
BR,32,5,1,1,"Men's Shoes",,,Shoes,size,,1,Regular,16,,23,Men,Shoes,Shoes
GAP,32,5,1,1,"Men's Shoes",,,Shoes,size,,1,Regular,16,,23,Men,Shoes,Shoes
ON,32,5,1,1,"Men's Shoes",,,Shoes,size,,1,Regular,16,,23,Men,Shoes,Shoes
AT,32,5,1,1,"Men's Shoes",,,Shoes,size,,1,Regular,17,,24,Men,Shoes,Shoes
BR,32,5,1,1,"Men's Shoes",,,Shoes,size,,1,Regular,17,,24,Men,Shoes,Shoes
GAP,32,5,1,1,"Men's Shoes",,,Shoes,size,,1,Regular,17,,24,Men,Shoes,Shoes
ON,32,5,1,1,"Men's Shoes",,,Shoes,size,,1,Regular,17,,24,Men,Shoes,Shoes
BR,34,2,1,1,"Men's Bottoms Alpha",,,Bottoms,size,,1,Regular,XS,,0,Men,Apparel,Bottoms
GAP,34,2,1,1,"Men's Bottoms Alpha",,,Bottoms,size,,1,Regular,XS,,0,Men,Apparel,Bottoms
ON,34,2,1,1,"Men's Bottoms Alpha",,,Bottoms,size,,1,Regular,XS,,0,Men,Apparel,Bottoms
BR,34,2,1,1,"Men's Bottoms Alpha",,,Bottoms,size,,1,Regular,S,,1,Men,Apparel,Bottoms
GAP,34,2,1,1,"Men's Bottoms Alpha",,,Bottoms,size,,1,Regular,S,,1,Men,Apparel,Bottoms
ON,34,2,1,1,"Men's Bottoms Alpha",,,Bottoms,size,,1,Regular,S,,1,Men,Apparel,Bottoms
BR,34,2,1,1,"Men's Bottoms Alpha",,,Bottoms,size,,1,Regular,M,,2,Men,Apparel,Bottoms
GAP,34,2,1,1,"Men's Bottoms Alpha",,,Bottoms,size,,1,Regular,M,,2,Men,Apparel,Bottoms
ON,34,2,1,1,"Men's Bottoms Alpha",,,Bottoms,size,,1,Regular,M,,2,Men,Apparel,Bottoms
BR,34,2,1,1,"Men's Bottoms Alpha",,,Bottoms,size,,1,Regular,L,,3,Men,Apparel,Bottoms
GAP,34,2,1,1,"Men's Bottoms Alpha",,,Bottoms,size,,1,Regular,L,,3,Men,Apparel,Bottoms
ON,34,2,1,1,"Men's Bottoms Alpha",,,Bottoms,size,,1,Regular,L,,3,Men,Apparel,Bottoms
BR,34,2,1,1,"Men's Bottoms Alpha",,,Bottoms,size,,1,Regular,XL,,4,Men,Apparel,Bottoms
GAP,34,2,1,1,"Men's Bottoms Alpha",,,Bottoms,size,,1,Regular,XL,,4,Men,Apparel,Bottoms
ON,34,2,1,1,"Men's Bottoms Alpha",,,Bottoms,size,,1,Regular,XL,,4,Men,Apparel,Bottoms
BR,34,2,1,1,"Men's Bottoms Alpha",,,Bottoms,size,,1,Regular,XXL,,5,Men,Apparel,Bottoms
GAP,34,2,1,1,"Men's Bottoms Alpha",,,Bottoms,size,,1,Regular,XXL,,5,Men,Apparel,Bottoms
ON,34,2,1,1,"Men's Bottoms Alpha",,,Bottoms,size,,1,Regular,XXL,,5,Men,Apparel,Bottoms
BR,34,2,1,1,"Men's Bottoms Alpha",,,Bottoms,size,,2,Big,XXL,,0,Men,Apparel,Bottoms
GAP,34,2,1,1,"Men's Bottoms Alpha",,,Bottoms,size,,2,Big,XXL,,0,Men,Apparel,Bottoms
ON,34,2,1,1,"Men's Bottoms Alpha",,,Bottoms,size,,2,Big,XXL,,0,Men,Apparel,Bottoms
BR,34,2,1,1,"Men's Bottoms Alpha",,,Bottoms,size,,2,Big,XXXL,,1,Men,Apparel,Bottoms
GAP,34,2,1,1,"Men's Bottoms Alpha",,,Bottoms,size,,2,Big,XXXL,,1,Men,Apparel,Bottoms
ON,34,2,1,1,"Men's Bottoms Alpha",,,Bottoms,size,,2,Big,XXXL,,1,Men,Apparel,Bottoms
BR,34,2,1,1,"Men's Bottoms Alpha",,,Bottoms,size,,3,Tall,M,,0,Men,Apparel,Bottoms
GAP,34,2,1,1,"Men's Bottoms Alpha",,,Bottoms,size,,3,Tall,M,,0,Men,Apparel,Bottoms
ON,34,2,1,1,"Men's Bottoms Alpha",,,Bottoms,size,,3,Tall,M,,0,Men,Apparel,Bottoms
BR,34,2,1,1,"Men's Bottoms Alpha",,,Bottoms,size,,3,Tall,L,,1,Men,Apparel,Bottoms
GAP,34,2,1,1,"Men's Bottoms Alpha",,,Bottoms,size,,3,Tall,L,,1,Men,Apparel,Bottoms
ON,34,2,1,1,"Men's Bottoms Alpha",,,Bottoms,size,,3,Tall,L,,1,Men,Apparel,Bottoms
BR,34,2,1,1,"Men's Bottoms Alpha",,,Bottoms,size,,3,Tall,XL,,2,Men,Apparel,Bottoms
GAP,34,2,1,1,"Men's Bottoms Alpha",,,Bottoms,size,,3,Tall,XL,,2,Men,Apparel,Bottoms
ON,34,2,1,1,"Men's Bottoms Alpha",,,Bottoms,size,,3,Tall,XL,,2,Men,Apparel,Bottoms
BR,34,2,1,1,"Men's Bottoms Alpha",,,Bottoms,size,,3,Tall,XXL,,3,Men,Apparel,Bottoms
GAP,34,2,1,1,"Men's Bottoms Alpha",,,Bottoms,size,,3,Tall,XXL,,3,Men,Apparel,Bottoms
ON,34,2,1,1,"Men's Bottoms Alpha",,,Bottoms,size,,3,Tall,XXL,,3,Men,Apparel,Bottoms
BR,34,2,1,1,"Men's Bottoms Alpha",,,Bottoms,size,,3,Tall,XXXL,,4,Men,Apparel,Bottoms
GAP,34,2,1,1,"Men's Bottoms Alpha",,,Bottoms,size,,3,Tall,XXXL,,4,Men,Apparel,Bottoms
ON,34,2,1,1,"Men's Bottoms Alpha",,,Bottoms,size,,3,Tall,XXXL,,4,Men,Apparel,Bottoms
GAP,35,1,1,1,"Boy's Tops",,,Tops,size,,1,Regular,XXS,,0,Boys,Apparel,Tops
ON,35,1,1,1,"Boy's Tops",,,Tops,size,,1,Regular,XXS,,0,Boys,Apparel,Tops
GAP,35,1,1,1,"Boy's Tops",,,Tops,size,,1,Regular,XS,,1,Boys,Apparel,Tops
ON,35,1,1,1,"Boy's Tops",,,Tops,size,,1,Regular,XS,,1,Boys,Apparel,Tops
GAP,35,1,1,1,"Boy's Tops",,,Tops,size,,1,Regular,S,,2,Boys,Apparel,Tops
ON,35,1,1,1,"Boy's Tops",,,Tops,size,,1,Regular,S,,2,Boys,Apparel,Tops
GAP,35,1,1,1,"Boy's Tops",,,Tops,size,,1,Regular,M,,3,Boys,Apparel,Tops
ON,35,1,1,1,"Boy's Tops",,,Tops,size,,1,Regular,M,,3,Boys,Apparel,Tops
GAP,35,1,1,1,"Boy's Tops",,,Tops,size,,1,Regular,L,,4,Boys,Apparel,Tops
ON,35,1,1,1,"Boy's Tops",,,Tops,size,,1,Regular,L,,4,Boys,Apparel,Tops
GAP,35,1,1,1,"Boy's Tops",,,Tops,size,,1,Regular,XL,,5,Boys,Apparel,Tops
ON,35,1,1,1,"Boy's Tops",,,Tops,size,,1,Regular,XL,,5,Boys,Apparel,Tops
GAP,35,1,1,1,"Boy's Tops",,,Tops,size,,1,Regular,XXL,,6,Boys,Apparel,Tops
ON,35,1,1,1,"Boy's Tops",,,Tops,size,,1,Regular,XXL,,6,Boys,Apparel,Tops
GAP,35,1,1,1,"Boy's Tops",,,Tops,size,,6,Husky,S,,0,Boys,Apparel,Tops
ON,35,1,1,1,"Boy's Tops",,,Tops,size,,6,Husky,S,,0,Boys,Apparel,Tops
GAP,35,1,1,1,"Boy's Tops",,,Tops,size,,6,Husky,M,,1,Boys,Apparel,Tops
ON,35,1,1,1,"Boy's Tops",,,Tops,size,,6,Husky,M,,1,Boys,Apparel,Tops
GAP,35,1,1,1,"Boy's Tops",,,Tops,size,,6,Husky,L,,2,Boys,Apparel,Tops
ON,35,1,1,1,"Boy's Tops",,,Tops,size,,6,Husky,L,,2,Boys,Apparel,Tops
GAP,35,1,1,1,"Boy's Tops",,,Tops,size,,6,Husky,XL,,3,Boys,Apparel,Tops
ON,35,1,1,1,"Boy's Tops",,,Tops,size,,6,Husky,XL,,3,Boys,Apparel,Tops
GAP,35,1,1,1,"Boy's Tops",,,Tops,size,,6,Husky,XXL,,4,Boys,Apparel,Tops
ON,35,1,1,1,"Boy's Tops",,,Tops,size,,6,Husky,XXL,,4,Boys,Apparel,Tops
GAP,36,2,1,1,"Girl's Bottoms",37,"Girl's Bottoms Alpha",Bottoms,size,,1,Regular,4,XS,0,Girls,Apparel,Bottoms
ON,36,2,1,1,"Girl's Bottoms",37,"Girl's Bottoms Alpha",Bottoms,size,,1,Regular,4,XS,0,Girls,Apparel,Bottoms
GAP,36,2,1,1,"Girl's Bottoms",37,"Girl's Bottoms Alpha",Bottoms,size,,1,Regular,5,XS,1,Girls,Apparel,Bottoms
ON,36,2,1,1,"Girl's Bottoms",37,"Girl's Bottoms Alpha",Bottoms,size,,1,Regular,5,XS,1,Girls,Apparel,Bottoms
GAP,36,2,1,1,"Girl's Bottoms",37,"Girl's Bottoms Alpha",Bottoms,size,,1,Regular,6,S,2,Girls,Apparel,Bottoms
ON,36,2,1,1,"Girl's Bottoms",37,"Girl's Bottoms Alpha",Bottoms,size,,1,Regular,6,S,2,Girls,Apparel,Bottoms
GAP,36,2,1,1,"Girl's Bottoms",37,"Girl's Bottoms Alpha",Bottoms,size,,1,Regular,7,S,3,Girls,Apparel,Bottoms
ON,36,2,1,1,"Girl's Bottoms",37,"Girl's Bottoms Alpha",Bottoms,size,,1,Regular,7,S,3,Girls,Apparel,Bottoms
GAP,36,2,1,1,"Girl's Bottoms",37,"Girl's Bottoms Alpha",Bottoms,size,,1,Regular,8,M,4,Girls,Apparel,Bottoms
ON,36,2,1,1,"Girl's Bottoms",37,"Girl's Bottoms Alpha",Bottoms,size,,1,Regular,8,M,4,Girls,Apparel,Bottoms
GAP,36,2,1,1,"Girl's Bottoms",37,"Girl's Bottoms Alpha",Bottoms,size,,1,Regular,10,L,5,Girls,Apparel,Bottoms
ON,36,2,1,1,"Girl's Bottoms",37,"Girl's Bottoms Alpha",Bottoms,size,,1,Regular,10,L,5,Girls,Apparel,Bottoms
GAP,36,2,1,1,"Girl's Bottoms",37,"Girl's Bottoms Alpha",Bottoms,size,,1,Regular,12,XL,6,Girls,Apparel,Bottoms
ON,36,2,1,1,"Girl's Bottoms",37,"Girl's Bottoms Alpha",Bottoms,size,,1,Regular,12,XL,6,Girls,Apparel,Bottoms
GAP,36,2,1,1,"Girl's Bottoms",37,"Girl's Bottoms Alpha",Bottoms,size,,1,Regular,14,XXL,7,Girls,Apparel,Bottoms
ON,36,2,1,1,"Girl's Bottoms",37,"Girl's Bottoms Alpha",Bottoms,size,,1,Regular,14,XXL,7,Girls,Apparel,Bottoms
GAP,36,2,1,1,"Girl's Bottoms",37,"Girl's Bottoms Alpha",Bottoms,size,,1,Regular,16,XXL,8,Girls,Apparel,Bottoms
ON,36,2,1,1,"Girl's Bottoms",37,"Girl's Bottoms Alpha",Bottoms,size,,1,Regular,16,XXL,8,Girls,Apparel,Bottoms
GAP,36,2,1,1,"Girl's Bottoms",37,"Girl's Bottoms Alpha",Bottoms,size,,1,Regular,18,XXL,9,Girls,Apparel,Bottoms
ON,36,2,1,1,"Girl's Bottoms",37,"Girl's Bottoms Alpha",Bottoms,size,,1,Regular,18,XXL,9,Girls,Apparel,Bottoms
GAP,36,2,1,1,"Girl's Bottoms",37,"Girl's Bottoms Alpha",Bottoms,size,,5,Slim,4,XS,0,Girls,Apparel,Bottoms
ON,36,2,1,1,"Girl's Bottoms",37,"Girl's Bottoms Alpha",Bottoms,size,,5,Slim,4,XS,0,Girls,Apparel,Bottoms
GAP,36,2,1,1,"Girl's Bottoms",37,"Girl's Bottoms Alpha",Bottoms,size,,5,Slim,5,XS,1,Girls,Apparel,Bottoms
ON,36,2,1,1,"Girl's Bottoms",37,"Girl's Bottoms Alpha",Bottoms,size,,5,Slim,5,XS,1,Girls,Apparel,Bottoms
GAP,36,2,1,1,"Girl's Bottoms",37,"Girl's Bottoms Alpha",Bottoms,size,,5,Slim,6,S,2,Girls,Apparel,Bottoms
ON,36,2,1,1,"Girl's Bottoms",37,"Girl's Bottoms Alpha",Bottoms,size,,5,Slim,6,S,2,Girls,Apparel,Bottoms
GAP,36,2,1,1,"Girl's Bottoms",37,"Girl's Bottoms Alpha",Bottoms,size,,5,Slim,7,S,3,Girls,Apparel,Bottoms
ON,36,2,1,1,"Girl's Bottoms",37,"Girl's Bottoms Alpha",Bottoms,size,,5,Slim,7,S,3,Girls,Apparel,Bottoms
GAP,36,2,1,1,"Girl's Bottoms",37,"Girl's Bottoms Alpha",Bottoms,size,,5,Slim,8,M,4,Girls,Apparel,Bottoms
ON,36,2,1,1,"Girl's Bottoms",37,"Girl's Bottoms Alpha",Bottoms,size,,5,Slim,8,M,4,Girls,Apparel,Bottoms
GAP,36,2,1,1,"Girl's Bottoms",37,"Girl's Bottoms Alpha",Bottoms,size,,5,Slim,10,L,5,Girls,Apparel,Bottoms
ON,36,2,1,1,"Girl's Bottoms",37,"Girl's Bottoms Alpha",Bottoms,size,,5,Slim,10,L,5,Girls,Apparel,Bottoms
GAP,36,2,1,1,"Girl's Bottoms",37,"Girl's Bottoms Alpha",Bottoms,size,,5,Slim,12,XL,6,Girls,Apparel,Bottoms
ON,36,2,1,1,"Girl's Bottoms",37,"Girl's Bottoms Alpha",Bottoms,size,,5,Slim,12,XL,6,Girls,Apparel,Bottoms
GAP,36,2,1,1,"Girl's Bottoms",37,"Girl's Bottoms Alpha",Bottoms,size,,5,Slim,14,XXL,7,Girls,Apparel,Bottoms
ON,36,2,1,1,"Girl's Bottoms",37,"Girl's Bottoms Alpha",Bottoms,size,,5,Slim,14,XXL,7,Girls,Apparel,Bottoms
GAP,36,2,1,1,"Girl's Bottoms",37,"Girl's Bottoms Alpha",Bottoms,size,,5,Slim,16,XXL,8,Girls,Apparel,Bottoms
ON,36,2,1,1,"Girl's Bottoms",37,"Girl's Bottoms Alpha",Bottoms,size,,5,Slim,16,XXL,8,Girls,Apparel,Bottoms
GAP,36,2,1,1,"Girl's Bottoms",37,"Girl's Bottoms Alpha",Bottoms,size,,5,Slim,18,XXL,9,Girls,Apparel,Bottoms
ON,36,2,1,1,"Girl's Bottoms",37,"Girl's Bottoms Alpha",Bottoms,size,,5,Slim,18,XXL,9,Girls,Apparel,Bottoms
GAP,36,2,1,1,"Girl's Bottoms",37,"Girl's Bottoms Alpha",Bottoms,size,,7,Plus,7,S,0,Girls,Apparel,Bottoms
ON,36,2,1,1,"Girl's Bottoms",37,"Girl's Bottoms Alpha",Bottoms,size,,7,Plus,7,S,0,Girls,Apparel,Bottoms
GAP,36,2,1,1,"Girl's Bottoms",37,"Girl's Bottoms Alpha",Bottoms,size,,7,Plus,8,M,1,Girls,Apparel,Bottoms
ON,36,2,1,1,"Girl's Bottoms",37,"Girl's Bottoms Alpha",Bottoms,size,,7,Plus,8,M,1,Girls,Apparel,Bottoms
GAP,36,2,1,1,"Girl's Bottoms",37,"Girl's Bottoms Alpha",Bottoms,size,,7,Plus,10,L,2,Girls,Apparel,Bottoms
ON,36,2,1,1,"Girl's Bottoms",37,"Girl's Bottoms Alpha",Bottoms,size,,7,Plus,10,L,2,Girls,Apparel,Bottoms
GAP,36,2,1,1,"Girl's Bottoms",37,"Girl's Bottoms Alpha",Bottoms,size,,7,Plus,12,XL,3,Girls,Apparel,Bottoms
ON,36,2,1,1,"Girl's Bottoms",37,"Girl's Bottoms Alpha",Bottoms,size,,7,Plus,12,XL,3,Girls,Apparel,Bottoms
GAP,36,2,1,1,"Girl's Bottoms",37,"Girl's Bottoms Alpha",Bottoms,size,,7,Plus,14,XXL,4,Girls,Apparel,Bottoms
ON,36,2,1,1,"Girl's Bottoms",37,"Girl's Bottoms Alpha",Bottoms,size,,7,Plus,14,XXL,4,Girls,Apparel,Bottoms
GAP,36,2,1,1,"Girl's Bottoms",37,"Girl's Bottoms Alpha",Bottoms,size,,7,Plus,16,XXL,5,Girls,Apparel,Bottoms
ON,36,2,1,1,"Girl's Bottoms",37,"Girl's Bottoms Alpha",Bottoms,size,,7,Plus,16,XXL,5,Girls,Apparel,Bottoms
GAP,36,2,1,1,"Girl's Bottoms",37,"Girl's Bottoms Alpha",Bottoms,size,,7,Plus,18,XXL,6,Girls,Apparel,Bottoms
ON,36,2,1,1,"Girl's Bottoms",37,"Girl's Bottoms Alpha",Bottoms,size,,7,Plus,18,XXL,6,Girls,Apparel,Bottoms
AT,37,2,1,1,"Girl's Bottoms Alpha",,,Bottoms,size,,1,Regular,XS,,0,Girls,Apparel,Bottoms
GAP,37,2,1,1,"Girl's Bottoms Alpha",,,Bottoms,size,,1,Regular,XS,,0,Girls,Apparel,Bottoms
ON,37,2,1,1,"Girl's Bottoms Alpha",,,Bottoms,size,,1,Regular,XS,,0,Girls,Apparel,Bottoms
AT,37,2,1,1,"Girl's Bottoms Alpha",,,Bottoms,size,,1,Regular,S,,1,Girls,Apparel,Bottoms
GAP,37,2,1,1,"Girl's Bottoms Alpha",,,Bottoms,size,,1,Regular,S,,1,Girls,Apparel,Bottoms
ON,37,2,1,1,"Girl's Bottoms Alpha",,,Bottoms,size,,1,Regular,S,,1,Girls,Apparel,Bottoms
AT,37,2,1,1,"Girl's Bottoms Alpha",,,Bottoms,size,,1,Regular,M,,2,Girls,Apparel,Bottoms
GAP,37,2,1,1,"Girl's Bottoms Alpha",,,Bottoms,size,,1,Regular,M,,2,Girls,Apparel,Bottoms
ON,37,2,1,1,"Girl's Bottoms Alpha",,,Bottoms,size,,1,Regular,M,,2,Girls,Apparel,Bottoms
AT,37,2,1,1,"Girl's Bottoms Alpha",,,Bottoms,size,,1,Regular,L,,3,Girls,Apparel,Bottoms
GAP,37,2,1,1,"Girl's Bottoms Alpha",,,Bottoms,size,,1,Regular,L,,3,Girls,Apparel,Bottoms
ON,37,2,1,1,"Girl's Bottoms Alpha",,,Bottoms,size,,1,Regular,L,,3,Girls,Apparel,Bottoms
AT,37,2,1,1,"Girl's Bottoms Alpha",,,Bottoms,size,,1,Regular,XL,,4,Girls,Apparel,Bottoms
GAP,37,2,1,1,"Girl's Bottoms Alpha",,,Bottoms,size,,1,Regular,XL,,4,Girls,Apparel,Bottoms
ON,37,2,1,1,"Girl's Bottoms Alpha",,,Bottoms,size,,1,Regular,XL,,4,Girls,Apparel,Bottoms
AT,37,2,1,1,"Girl's Bottoms Alpha",,,Bottoms,size,,1,Regular,XXL,,5,Girls,Apparel,Bottoms
GAP,37,2,1,1,"Girl's Bottoms Alpha",,,Bottoms,size,,1,Regular,XXL,,5,Girls,Apparel,Bottoms
ON,37,2,1,1,"Girl's Bottoms Alpha",,,Bottoms,size,,1,Regular,XXL,,5,Girls,Apparel,Bottoms
AT,37,2,1,1,"Girl's Bottoms Alpha",,,Bottoms,size,,5,Slim,XS,,0,Girls,Apparel,Bottoms
GAP,37,2,1,1,"Girl's Bottoms Alpha",,,Bottoms,size,,5,Slim,XS,,0,Girls,Apparel,Bottoms
ON,37,2,1,1,"Girl's Bottoms Alpha",,,Bottoms,size,,5,Slim,XS,,0,Girls,Apparel,Bottoms
AT,37,2,1,1,"Girl's Bottoms Alpha",,,Bottoms,size,,5,Slim,S,,1,Girls,Apparel,Bottoms
GAP,37,2,1,1,"Girl's Bottoms Alpha",,,Bottoms,size,,5,Slim,S,,1,Girls,Apparel,Bottoms
ON,37,2,1,1,"Girl's Bottoms Alpha",,,Bottoms,size,,5,Slim,S,,1,Girls,Apparel,Bottoms
AT,37,2,1,1,"Girl's Bottoms Alpha",,,Bottoms,size,,5,Slim,M,,2,Girls,Apparel,Bottoms
GAP,37,2,1,1,"Girl's Bottoms Alpha",,,Bottoms,size,,5,Slim,M,,2,Girls,Apparel,Bottoms
ON,37,2,1,1,"Girl's Bottoms Alpha",,,Bottoms,size,,5,Slim,M,,2,Girls,Apparel,Bottoms
AT,37,2,1,1,"Girl's Bottoms Alpha",,,Bottoms,size,,5,Slim,L,,3,Girls,Apparel,Bottoms
GAP,37,2,1,1,"Girl's Bottoms Alpha",,,Bottoms,size,,5,Slim,L,,3,Girls,Apparel,Bottoms
ON,37,2,1,1,"Girl's Bottoms Alpha",,,Bottoms,size,,5,Slim,L,,3,Girls,Apparel,Bottoms
AT,37,2,1,1,"Girl's Bottoms Alpha",,,Bottoms,size,,5,Slim,XL,,4,Girls,Apparel,Bottoms
GAP,37,2,1,1,"Girl's Bottoms Alpha",,,Bottoms,size,,5,Slim,XL,,4,Girls,Apparel,Bottoms
ON,37,2,1,1,"Girl's Bottoms Alpha",,,Bottoms,size,,5,Slim,XL,,4,Girls,Apparel,Bottoms
AT,37,2,1,1,"Girl's Bottoms Alpha",,,Bottoms,size,,5,Slim,XXL,,5,Girls,Apparel,Bottoms
GAP,37,2,1,1,"Girl's Bottoms Alpha",,,Bottoms,size,,5,Slim,XXL,,5,Girls,Apparel,Bottoms
ON,37,2,1,1,"Girl's Bottoms Alpha",,,Bottoms,size,,5,Slim,XXL,,5,Girls,Apparel,Bottoms
AT,37,2,1,1,"Girl's Bottoms Alpha",,,Bottoms,size,,7,Plus,S,,0,Girls,Apparel,Bottoms
GAP,37,2,1,1,"Girl's Bottoms Alpha",,,Bottoms,size,,7,Plus,S,,0,Girls,Apparel,Bottoms
ON,37,2,1,1,"Girl's Bottoms Alpha",,,Bottoms,size,,7,Plus,S,,0,Girls,Apparel,Bottoms
AT,37,2,1,1,"Girl's Bottoms Alpha",,,Bottoms,size,,7,Plus,M,,1,Girls,Apparel,Bottoms
GAP,37,2,1,1,"Girl's Bottoms Alpha",,,Bottoms,size,,7,Plus,M,,1,Girls,Apparel,Bottoms
ON,37,2,1,1,"Girl's Bottoms Alpha",,,Bottoms,size,,7,Plus,M,,1,Girls,Apparel,Bottoms
AT,37,2,1,1,"Girl's Bottoms Alpha",,,Bottoms,size,,7,Plus,L,,2,Girls,Apparel,Bottoms
GAP,37,2,1,1,"Girl's Bottoms Alpha",,,Bottoms,size,,7,Plus,L,,2,Girls,Apparel,Bottoms
ON,37,2,1,1,"Girl's Bottoms Alpha",,,Bottoms,size,,7,Plus,L,,2,Girls,Apparel,Bottoms
AT,37,2,1,1,"Girl's Bottoms Alpha",,,Bottoms,size,,7,Plus,XL,,3,Girls,Apparel,Bottoms
GAP,37,2,1,1,"Girl's Bottoms Alpha",,,Bottoms,size,,7,Plus,XL,,3,Girls,Apparel,Bottoms
ON,37,2,1,1,"Girl's Bottoms Alpha",,,Bottoms,size,,7,Plus,XL,,3,Girls,Apparel,Bottoms
AT,37,2,1,1,"Girl's Bottoms Alpha",,,Bottoms,size,,7,Plus,XXL,,4,Girls,Apparel,Bottoms
GAP,37,2,1,1,"Girl's Bottoms Alpha",,,Bottoms,size,,7,Plus,XXL,,4,Girls,Apparel,Bottoms
ON,37,2,1,1,"Girl's Bottoms Alpha",,,Bottoms,size,,7,Plus,XXL,,4,Girls,Apparel,Bottoms
AT,38,8,2,1,"Girls Toddler Shoes",,,"Toddler Shoes",size,width,1,Regular,8.5,,0,Girls,Shoes,"Girls Toddler Shoes"
BR,38,8,2,1,"Girls Toddler Shoes",,,"Toddler Shoes",size,width,1,Regular,8.5,,0,Girls,Shoes,"Girls Toddler Shoes"
GAP,38,8,2,1,"Girls Toddler Shoes",,,"Toddler Shoes",size,width,1,Regular,8.5,,0,Girls,Shoes,"Girls Toddler Shoes"
ON,38,8,2,1,"Girls Toddler Shoes",,,"Toddler Shoes",size,width,1,Regular,8.5,,0,Girls,Shoes,"Girls Toddler Shoes"
