SZ_FCT_BRAND,SZ_FCT_CATG_ID,SZ_FCT_SORT_ORDER_NUMBER,SZ_FCT_NUMBER_OF_DIM,DIMENSION,SZ_FCT_NAME,SZ_FCT_ALPH_ALT_CTG_ID,SZ_FCT_ALPH_ALT_CTG,SZ_FACET_WEB_NAME,SZ_DIM1_NAME,SZ_DIM2_NAME,SZ_VARIANT_SORT_ORDER,SZ_FACET_DESCRIPTION,SZ_FCT_VAL_NM,SZ_FCT_VAL_NM_2,COL_POS_NBR,DEPARTMENT_TAG_NAME,PRODUCT_TYPE_TAG_NAME,CATEGORY_GROUP_TAG_NAME
GAP,85,2,1,1,"Boys' Bottoms",84,"Boys' Bottoms Alpha",Bottoms,size,,5,Slim,6,S,2,Boys,Apparel,Bottoms
ON,85,2,1,1,"Boys' Bottoms",84,"Boys' Bottoms Alpha",Bottoms,size,,5,Slim,6,S,2,Boys,Apparel,Bottoms
GAP,85,2,1,1,"Boys' Bottoms",84,"Boys' Bottoms Alpha",Bottoms,size,,5,Slim,7,S,3,Boys,Apparel,Bottoms
ON,85,2,1,1,"Boys' Bottoms",84,"Boys' Bottoms Alpha",Bottoms,size,,5,Slim,7,S,3,Boys,Apparel,Bottoms
GAP,85,2,1,1,"Boys' Bottoms",84,"Boys' Bottoms Alpha",Bottoms,size,,5,Slim,8,M,4,Boys,Apparel,Bottoms
ON,85,2,1,1,"Boys' Bottoms",84,"Boys' Bottoms Alpha",Bottoms,size,,5,Slim,8,M,4,Boys,Apparel,Bottoms
GAP,85,2,1,1,"Boys' Bottoms",84,"Boys' Bottoms Alpha",Bottoms,size,,5,Slim,10,L,5,Boys,Apparel,Bottoms
ON,85,2,1,1,"Boys' Bottoms",84,"Boys' Bottoms Alpha",Bottoms,size,,5,Slim,10,L,5,Boys,Apparel,Bottoms
GAP,85,2,1,1,"Boys' Bottoms",84,"Boys' Bottoms Alpha",Bottoms,size,,5,Slim,12,XL,6,Boys,Apparel,Bottoms
ON,85,2,1,1,"Boys' Bottoms",84,"Boys' Bottoms Alpha",Bottoms,size,,5,Slim,12,XL,6,Boys,Apparel,Bottoms
GAP,85,2,1,1,"Boys' Bottoms",84,"Boys' Bottoms Alpha",Bottoms,size,,5,Slim,14,XXL,7,Boys,Apparel,Bottoms
ON,85,2,1,1,"Boys' Bottoms",84,"Boys' Bottoms Alpha",Bottoms,size,,5,Slim,14,XXL,7,Boys,Apparel,Bottoms
GAP,85,2,1,1,"Boys' Bottoms",84,"Boys' Bottoms Alpha",Bottoms,size,,5,Slim,16,XXL,8,Boys,Apparel,Bottoms
ON,85,2,1,1,"Boys' Bottoms",84,"Boys' Bottoms Alpha",Bottoms,size,,5,Slim,16,XXL,8,Boys,Apparel,Bottoms
GAP,85,2,1,1,"Boys' Bottoms",84,"Boys' Bottoms Alpha",Bottoms,size,,5,Slim,18,XXL,9,Boys,Apparel,Bottoms
ON,85,2,1,1,"Boys' Bottoms",84,"Boys' Bottoms Alpha",Bottoms,size,,5,Slim,18,XXL,9,Boys,Apparel,Bottoms
GAP,85,2,1,1,"Boys' Bottoms",84,"Boys' Bottoms Alpha",Bottoms,size,,6,Husky,6,S,0,Boys,Apparel,Bottoms
ON,85,2,1,1,"Boys' Bottoms",84,"Boys' Bottoms Alpha",Bottoms,size,,6,Husky,6,S,0,Boys,Apparel,Bottoms
GAP,85,2,1,1,"Boys' Bottoms",84,"Boys' Bottoms Alpha",Bottoms,size,,6,Husky,7,S,1,Boys,Apparel,Bottoms
ON,85,2,1,1,"Boys' Bottoms",84,"Boys' Bottoms Alpha",Bottoms,size,,6,Husky,7,S,1,Boys,Apparel,Bottoms
GAP,85,2,1,1,"Boys' Bottoms",84,"Boys' Bottoms Alpha",Bottoms,size,,6,Husky,8,M,2,Boys,Apparel,Bottoms
ON,85,2,1,1,"Boys' Bottoms",84,"Boys' Bottoms Alpha",Bottoms,size,,6,Husky,8,M,2,Boys,Apparel,Bottoms
GAP,85,2,1,1,"Boys' Bottoms",84,"Boys' Bottoms Alpha",Bottoms,size,,6,Husky,10,L,3,Boys,Apparel,Bottoms
ON,85,2,1,1,"Boys' Bottoms",84,"Boys' Bottoms Alpha",Bottoms,size,,6,Husky,10,L,3,Boys,Apparel,Bottoms
GAP,85,2,1,1,"Boys' Bottoms",84,"Boys' Bottoms Alpha",Bottoms,size,,6,Husky,12,XL,4,Boys,Apparel,Bottoms
ON,85,2,1,1,"Boys' Bottoms",84,"Boys' Bottoms Alpha",Bottoms,size,,6,Husky,12,XL,4,Boys,Apparel,Bottoms
GAP,85,2,1,1,"Boys' Bottoms",84,"Boys' Bottoms Alpha",Bottoms,size,,6,Husky,14,XXL,5,Boys,Apparel,Bottoms
ON,85,2,1,1,"Boys' Bottoms",84,"Boys' Bottoms Alpha",Bottoms,size,,6,Husky,14,XXL,5,Boys,Apparel,Bottoms
GAP,85,2,1,1,"Boys' Bottoms",84,"Boys' Bottoms Alpha",Bottoms,size,,6,Husky,16,XXL,6,Boys,Apparel,Bottoms
ON,85,2,1,1,"Boys' Bottoms",84,"Boys' Bottoms Alpha",Bottoms,size,,6,Husky,16,XXL,6,Boys,Apparel,Bottoms
GAP,85,2,1,1,"Boys' Bottoms",84,"Boys' Bottoms Alpha",Bottoms,size,,6,Husky,18,XXL,7,Boys,Apparel,Bottoms
ON,85,2,1,1,"Boys' Bottoms",84,"Boys' Bottoms Alpha",Bottoms,size,,6,Husky,18,XXL,7,Boys,Apparel,Bottoms
BR,86,4,2,1,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,1,Regular,36,S,0,Men,Apparel,"Blazers or Jackets"
GAP,86,4,2,1,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,1,Regular,36,S,0,Men,Apparel,"Blazers or Jackets"
ON,86,4,2,1,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,1,Regular,36,S,0,Men,Apparel,"Blazers or Jackets"
BR,86,4,2,1,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,1,Regular,38,M,1,Men,Apparel,"Blazers or Jackets"
GAP,86,4,2,1,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,1,Regular,38,M,1,Men,Apparel,"Blazers or Jackets"
ON,86,4,2,1,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,1,Regular,38,M,1,Men,Apparel,"Blazers or Jackets"
BR,86,4,2,1,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,1,Regular,40,M,2,Men,Apparel,"Blazers or Jackets"
GAP,86,4,2,1,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,1,Regular,40,M,2,Men,Apparel,"Blazers or Jackets"
ON,86,4,2,1,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,1,Regular,40,M,2,Men,Apparel,"Blazers or Jackets"
BR,86,4,2,1,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,1,Regular,42,L,3,Men,Apparel,"Blazers or Jackets"
GAP,86,4,2,1,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,1,Regular,42,L,3,Men,Apparel,"Blazers or Jackets"
ON,86,4,2,1,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,1,Regular,42,L,3,Men,Apparel,"Blazers or Jackets"
BR,86,4,2,1,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,1,Regular,44,L,4,Men,Apparel,"Blazers or Jackets"
GAP,86,4,2,1,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,1,Regular,44,L,4,Men,Apparel,"Blazers or Jackets"
ON,86,4,2,1,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,1,Regular,44,L,4,Men,Apparel,"Blazers or Jackets"
BR,86,4,2,1,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,1,Regular,46,XL,5,Men,Apparel,"Blazers or Jackets"
GAP,86,4,2,1,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,1,Regular,46,XL,5,Men,Apparel,"Blazers or Jackets"
ON,86,4,2,1,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,1,Regular,46,XL,5,Men,Apparel,"Blazers or Jackets"
BR,86,4,2,1,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,1,Regular,48,XL,6,Men,Apparel,"Blazers or Jackets"
GAP,86,4,2,1,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,1,Regular,48,XL,6,Men,Apparel,"Blazers or Jackets"
ON,86,4,2,1,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,1,Regular,48,XL,6,Men,Apparel,"Blazers or Jackets"
BR,86,4,2,1,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,1,Regular,50,XXL,7,Men,Apparel,"Blazers or Jackets"
GAP,86,4,2,1,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,1,Regular,50,XXL,7,Men,Apparel,"Blazers or Jackets"
ON,86,4,2,1,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,1,Regular,50,XXL,7,Men,Apparel,"Blazers or Jackets"
BR,86,4,2,1,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,3,Tall,36,S,0,Men,Apparel,"Blazers or Jackets"
GAP,86,4,2,1,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,3,Tall,36,S,0,Men,Apparel,"Blazers or Jackets"
ON,86,4,2,1,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,3,Tall,36,S,0,Men,Apparel,"Blazers or Jackets"
BR,86,4,2,1,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,3,Tall,38,M,1,Men,Apparel,"Blazers or Jackets"
GAP,86,4,2,1,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,3,Tall,38,M,1,Men,Apparel,"Blazers or Jackets"
ON,86,4,2,1,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,3,Tall,38,M,1,Men,Apparel,"Blazers or Jackets"
BR,86,4,2,1,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,3,Tall,40,M,2,Men,Apparel,"Blazers or Jackets"
GAP,86,4,2,1,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,3,Tall,40,M,2,Men,Apparel,"Blazers or Jackets"
ON,86,4,2,1,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,3,Tall,40,M,2,Men,Apparel,"Blazers or Jackets"
BR,86,4,2,1,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,3,Tall,42,L,3,Men,Apparel,"Blazers or Jackets"
GAP,86,4,2,1,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,3,Tall,42,L,3,Men,Apparel,"Blazers or Jackets"
ON,86,4,2,1,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,3,Tall,42,L,3,Men,Apparel,"Blazers or Jackets"
BR,86,4,2,1,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,3,Tall,44,L,4,Men,Apparel,"Blazers or Jackets"
GAP,86,4,2,1,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,3,Tall,44,L,4,Men,Apparel,"Blazers or Jackets"
ON,86,4,2,1,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,3,Tall,44,L,4,Men,Apparel,"Blazers or Jackets"
BR,86,4,2,1,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,3,Tall,46,XL,5,Men,Apparel,"Blazers or Jackets"
GAP,86,4,2,1,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,3,Tall,46,XL,5,Men,Apparel,"Blazers or Jackets"
ON,86,4,2,1,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,3,Tall,46,XL,5,Men,Apparel,"Blazers or Jackets"
BR,86,4,2,1,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,3,Tall,48,XL,6,Men,Apparel,"Blazers or Jackets"
GAP,86,4,2,1,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,3,Tall,48,XL,6,Men,Apparel,"Blazers or Jackets"
ON,86,4,2,1,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,3,Tall,48,XL,6,Men,Apparel,"Blazers or Jackets"
BR,86,4,2,1,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,3,Tall,50,XXL,7,Men,Apparel,"Blazers or Jackets"
GAP,86,4,2,1,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,3,Tall,50,XXL,7,Men,Apparel,"Blazers or Jackets"
ON,86,4,2,1,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,3,Tall,50,XXL,7,Men,Apparel,"Blazers or Jackets"
BR,86,4,2,2,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,1,Regular,Short,,0,Men,Apparel,"Blazers or Jackets"
GAP,86,4,2,2,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,1,Regular,Short,,0,Men,Apparel,"Blazers or Jackets"
ON,86,4,2,2,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,1,Regular,Short,,0,Men,Apparel,"Blazers or Jackets"
BR,86,4,2,2,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,1,Regular,Regular,,1,Men,Apparel,"Blazers or Jackets"
GAP,86,4,2,2,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,1,Regular,Regular,,1,Men,Apparel,"Blazers or Jackets"
ON,86,4,2,2,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,1,Regular,Regular,,1,Men,Apparel,"Blazers or Jackets"
BR,86,4,2,2,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,1,Regular,Long,,2,Men,Apparel,"Blazers or Jackets"
GAP,86,4,2,2,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,1,Regular,Long,,2,Men,Apparel,"Blazers or Jackets"
ON,86,4,2,2,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,1,Regular,Long,,2,Men,Apparel,"Blazers or Jackets"
BR,86,4,2,2,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,3,Tall,Short,,0,Men,Apparel,"Blazers or Jackets"
GAP,86,4,2,2,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,3,Tall,Short,,0,Men,Apparel,"Blazers or Jackets"
ON,86,4,2,2,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,3,Tall,Short,,0,Men,Apparel,"Blazers or Jackets"
BR,86,4,2,2,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,3,Tall,Regular,,1,Men,Apparel,"Blazers or Jackets"
GAP,86,4,2,2,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,3,Tall,Regular,,1,Men,Apparel,"Blazers or Jackets"
ON,86,4,2,2,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,3,Tall,Regular,,1,Men,Apparel,"Blazers or Jackets"
BR,86,4,2,2,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,3,Tall,Long,,2,Men,Apparel,"Blazers or Jackets"
GAP,86,4,2,2,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,3,Tall,Long,,2,Men,Apparel,"Blazers or Jackets"
ON,86,4,2,2,"Men's Blazers & Jackets BRONG",23,"Men's Blazers & Jackets Alpha","Blazers & Jackets",chest,length,3,Tall,Long,,2,Men,Apparel,"Blazers or Jackets"
BR,87,7,1,1,"Men's Socks",,,Socks,size,,1,Regular,9,,0,Men,Accessories,Socks
GAP,87,7,1,1,"Men's Socks",,,Socks,size,,1,Regular,9,,0,Men,Accessories,Socks
ON,87,7,1,1,"Men's Socks",,,Socks,size,,1,Regular,9,,0,Men,Accessories,Socks
BR,87,7,1,1,"Men's Socks",,,Socks,size,,1,Regular,10,,1,Men,Accessories,Socks
GAP,87,7,1,1,"Men's Socks",,,Socks,size,,1,Regular,10,,1,Men,Accessories,Socks
ON,87,7,1,1,"Men's Socks",,,Socks,size,,1,Regular,10,,1,Men,Accessories,Socks
BR,87,7,1,1,"Men's Socks",,,Socks,size,,1,Regular,11,,2,Men,Accessories,Socks
GAP,87,7,1,1,"Men's Socks",,,Socks,size,,1,Regular,11,,2,Men,Accessories,Socks
ON,87,7,1,1,"Men's Socks",,,Socks,size,,1,Regular,11,,2,Men,Accessories,Socks
BR,87,7,1,1,"Men's Socks",,,Socks,size,,1,Regular,12,,3,Men,Accessories,Socks
GAP,87,7,1,1,"Men's Socks",,,Socks,size,,1,Regular,12,,3,Men,Accessories,Socks
ON,87,7,1,1,"Men's Socks",,,Socks,size,,1,Regular,12,,3,Men,Accessories,Socks
BR,87,7,1,1,"Men's Socks",,,Socks,size,,1,Regular,13,,4,Men,Accessories,Socks
GAP,87,7,1,1,"Men's Socks",,,Socks,size,,1,Regular,13,,4,Men,Accessories,Socks
ON,87,7,1,1,"Men's Socks",,,Socks,size,,1,Regular,13,,4,Men,Accessories,Socks
BR,87,7,1,1,"Men's Socks",,,Socks,size,,1,Regular,"One Size",,5,Men,Accessories,Socks
GAP,87,7,1,1,"Men's Socks",,,Socks,size,,1,Regular,"One Size",,5,Men,Accessories,Socks
ON,87,7,1,1,"Men's Socks",,,Socks,size,,1,Regular,"One Size",,5,Men,Accessories,Socks
AT,88,7,1,1,"Women's Swim Tops & One Pieces BRONGA",16,"Women's Swim Tops & One Pieces Alpha","Swim Tops & One Pieces",size,,1,Regular,30C,XXS,0,Women,Apparel,"Swim Tops or One Pieces"
BR,88,7,1,1,"Women's Swim Tops & One Pieces BRONGA",16,"Women's Swim Tops & One Pieces Alpha","Swim Tops & One Pieces",size,,1,Regular,30C,XXS,0,Women,Apparel,"Swim Tops or One Pieces"
GAP,88,7,1,1,"Women's Swim Tops & One Pieces BRONGA",16,"Women's Swim Tops & One Pieces Alpha","Swim Tops & One Pieces",size,,1,Regular,30C,XXS,0,Women,Apparel,"Swim Tops or One Pieces"
ON,88,7,1,1,"Women's Swim Tops & One Pieces BRONGA",16,"Women's Swim Tops & One Pieces Alpha","Swim Tops & One Pieces",size,,1,Regular,30C,XXS,0,Women,Apparel,"Swim Tops or One Pieces"
AT,88,7,1,1,"Women's Swim Tops & One Pieces BRONGA",16,"Women's Swim Tops & One Pieces Alpha","Swim Tops & One Pieces",size,,1,Regular,32B,XS,0,Women,Apparel,"Swim Tops or One Pieces"
BR,88,7,1,1,"Women's Swim Tops & One Pieces BRONGA",16,"Women's Swim Tops & One Pieces Alpha","Swim Tops & One Pieces",size,,1,Regular,32B,XS,0,Women,Apparel,"Swim Tops or One Pieces"
GAP,88,7,1,1,"Women's Swim Tops & One Pieces BRONGA",16,"Women's Swim Tops & One Pieces Alpha","Swim Tops & One Pieces",size,,1,Regular,32B,XS,0,Women,Apparel,"Swim Tops or One Pieces"
ON,88,7,1,1,"Women's Swim Tops & One Pieces BRONGA",16,"Women's Swim Tops & One Pieces Alpha","Swim Tops & One Pieces",size,,1,Regular,32B,XS,0,Women,Apparel,"Swim Tops or One Pieces"
AT,88,7,1,1,"Women's Swim Tops & One Pieces BRONGA",16,"Women's Swim Tops & One Pieces Alpha","Swim Tops & One Pieces",size,,1,Regular,30DD,XS,1,Women,Apparel,"Swim Tops or One Pieces"
BR,88,7,1,1,"Women's Swim Tops & One Pieces BRONGA",16,"Women's Swim Tops & One Pieces Alpha","Swim Tops & One Pieces",size,,1,Regular,30DD,XS,1,Women,Apparel,"Swim Tops or One Pieces"
GAP,88,7,1,1,"Women's Swim Tops & One Pieces BRONGA",16,"Women's Swim Tops & One Pieces Alpha","Swim Tops & One Pieces",size,,1,Regular,30DD,XS,1,Women,Apparel,"Swim Tops or One Pieces"
ON,88,7,1,1,"Women's Swim Tops & One Pieces BRONGA",16,"Women's Swim Tops & One Pieces Alpha","Swim Tops & One Pieces",size,,1,Regular,30DD,XS,1,Women,Apparel,"Swim Tops or One Pieces"
AT,88,7,1,1,"Women's Swim Tops & One Pieces BRONGA",16,"Women's Swim Tops & One Pieces Alpha","Swim Tops & One Pieces",size,,1,Regular,32C,XS,1,Women,Apparel,"Swim Tops or One Pieces"
BR,88,7,1,1,"Women's Swim Tops & One Pieces BRONGA",16,"Women's Swim Tops & One Pieces Alpha","Swim Tops & One Pieces",size,,1,Regular,32C,XS,1,Women,Apparel,"Swim Tops or One Pieces"
GAP,88,7,1,1,"Women's Swim Tops & One Pieces BRONGA",16,"Women's Swim Tops & One Pieces Alpha","Swim Tops & One Pieces",size,,1,Regular,32C,XS,1,Women,Apparel,"Swim Tops or One Pieces"
ON,88,7,1,1,"Women's Swim Tops & One Pieces BRONGA",16,"Women's Swim Tops & One Pieces Alpha","Swim Tops & One Pieces",size,,1,Regular,32C,XS,1,Women,Apparel,"Swim Tops or One Pieces"
AT,88,7,1,1,"Women's Swim Tops & One Pieces BRONGA",16,"Women's Swim Tops & One Pieces Alpha","Swim Tops & One Pieces",size,,1,Regular,32D,S,2,Women,Apparel,"Swim Tops or One Pieces"
BR,88,7,1,1,"Women's Swim Tops & One Pieces BRONGA",16,"Women's Swim Tops & One Pieces Alpha","Swim Tops & One Pieces",size,,1,Regular,32D,S,2,Women,Apparel,"Swim Tops or One Pieces"
GAP,88,7,1,1,"Women's Swim Tops & One Pieces BRONGA",16,"Women's Swim Tops & One Pieces Alpha","Swim Tops & One Pieces",size,,1,Regular,32D,S,2,Women,Apparel,"Swim Tops or One Pieces"
ON,88,7,1,1,"Women's Swim Tops & One Pieces BRONGA",16,"Women's Swim Tops & One Pieces Alpha","Swim Tops & One Pieces",size,,1,Regular,32D,S,2,Women,Apparel,"Swim Tops or One Pieces"
AT,88,7,1,1,"Women's Swim Tops & One Pieces BRONGA",16,"Women's Swim Tops & One Pieces Alpha","Swim Tops & One Pieces",size,,1,Regular,32DD,S,3,Women,Apparel,"Swim Tops or One Pieces"
BR,88,7,1,1,"Women's Swim Tops & One Pieces BRONGA",16,"Women's Swim Tops & One Pieces Alpha","Swim Tops & One Pieces",size,,1,Regular,32DD,S,3,Women,Apparel,"Swim Tops or One Pieces"
GAP,88,7,1,1,"Women's Swim Tops & One Pieces BRONGA",16,"Women's Swim Tops & One Pieces Alpha","Swim Tops & One Pieces",size,,1,Regular,32DD,S,3,Women,Apparel,"Swim Tops or One Pieces"
ON,88,7,1,1,"Women's Swim Tops & One Pieces BRONGA",16,"Women's Swim Tops & One Pieces Alpha","Swim Tops & One Pieces",size,,1,Regular,32DD,S,3,Women,Apparel,"Swim Tops or One Pieces"
AT,88,7,1,1,"Women's Swim Tops & One Pieces BRONGA",16,"Women's Swim Tops & One Pieces Alpha","Swim Tops & One Pieces",size,,1,Regular,34B,S,4,Women,Apparel,"Swim Tops or One Pieces"
BR,88,7,1,1,"Women's Swim Tops & One Pieces BRONGA",16,"Women's Swim Tops & One Pieces Alpha","Swim Tops & One Pieces",size,,1,Regular,34B,S,4,Women,Apparel,"Swim Tops or One Pieces"
GAP,88,7,1,1,"Women's Swim Tops & One Pieces BRONGA",16,"Women's Swim Tops & One Pieces Alpha","Swim Tops & One Pieces",size,,1,Regular,34B,S,4,Women,Apparel,"Swim Tops or One Pieces"
ON,88,7,1,1,"Women's Swim Tops & One Pieces BRONGA",16,"Women's Swim Tops & One Pieces Alpha","Swim Tops & One Pieces",size,,1,Regular,34B,S,4,Women,Apparel,"Swim Tops or One Pieces"
AT,88,7,1,1,"Women's Swim Tops & One Pieces BRONGA",16,"Women's Swim Tops & One Pieces Alpha","Swim Tops & One Pieces",size,,1,Regular,34C,S,5,Women,Apparel,"Swim Tops or One Pieces"
BR,88,7,1,1,"Women's Swim Tops & One Pieces BRONGA",16,"Women's Swim Tops & One Pieces Alpha","Swim Tops & One Pieces",size,,1,Regular,34C,S,5,Women,Apparel,"Swim Tops or One Pieces"
GAP,88,7,1,1,"Women's Swim Tops & One Pieces BRONGA",16,"Women's Swim Tops & One Pieces Alpha","Swim Tops & One Pieces",size,,1,Regular,34C,S,5,Women,Apparel,"Swim Tops or One Pieces"
ON,88,7,1,1,"Women's Swim Tops & One Pieces BRONGA",16,"Women's Swim Tops & One Pieces Alpha","Swim Tops & One Pieces",size,,1,Regular,34C,S,5,Women,Apparel,"Swim Tops or One Pieces"
AT,88,7,1,1,"Women's Swim Tops & One Pieces BRONGA",16,"Women's Swim Tops & One Pieces Alpha","Swim Tops & One Pieces",size,,1,Regular,34D,M,6,Women,Apparel,"Swim Tops or One Pieces"
BR,88,7,1,1,"Women's Swim Tops & One Pieces BRONGA",16,"Women's Swim Tops & One Pieces Alpha","Swim Tops & One Pieces",size,,1,Regular,34D,M,6,Women,Apparel,"Swim Tops or One Pieces"
GAP,88,7,1,1,"Women's Swim Tops & One Pieces BRONGA",16,"Women's Swim Tops & One Pieces Alpha","Swim Tops & One Pieces",size,,1,Regular,34D,M,6,Women,Apparel,"Swim Tops or One Pieces"
